id,user_id,raw_text,normalized_text,merchant_name,primary_confidence,prediction_status
e2967e21-1ff9-4a3d-be11-866565beb8fe,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹1159.28 debited to Zomato on 29-Nov-2025 14:24 via UPI Ref 4899857905,,Zomato,0.2961,AUTO
c2aea4f6-8864-429d-bf56-ac0ecafda17a,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹679.81 debited to PokerStars on 23-Dec-2025 08:41 via UPI Ref 9577899172,,PokerStars,0.1748,AUTO
dfd276e7-74d4-4045-9fd9-b39241bfeedc,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹1326.0 debited to Zomato on 13-Dec-2025 15:11 via UPI Ref 8991419441,,Zomato,0.3969,AUTO
028a3204-978c-4bfb-8d84-60a692c5d0d9,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹1226.88 debited to Dominos on 14-Oct-2025 13:54 via UPI Ref 3504516718,,Dominos,0.2415,AUTO
df7e0cff-bcf4-4496-ad65-90e96d30d1f4,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹938.02 debited to Airtel on 19-Aug-2025 08:59 via UPI Ref 7229152273,,Airtel,0.3509,AUTO
b96bd5be-d5f8-4a4e-9dfb-58553f9bc0cf,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹195.5 debited to Uber on 11-Feb-2026 11:54 via UPI Ref 7364242604,,Uber,0.4292,AUTO
e5ccf272-7a26-41e4-b9bd-d482a9abf976,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹1857.75 debited to Ola on 08-Nov-2025 20:32 via UPI Ref 5847609822,,Ola,0.3426,AUTO
5fb65dee-2f20-4e33-b70c-d54420419e5f,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹1697.81 debited to Reliance Fresh on 02-Nov-2025 12:12 via UPI Ref 6764917157,,Reliance Fresh,0.2056,AUTO
d1bfcff2-f052-4e1f-824e-8398ce15b89f,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹15000.0 debited to House Owner on 09-Jan-2026 09:12 via UPI Ref 6384870669,,House Owner,0.1993,AUTO
1fdaabee-0ff0-4b79-b665-777092e23808,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹1740.99 debited to Reliance Fresh on 02-Dec-2025 18:38 via UPI Ref 1748139841,,Reliance Fresh,0.1996,AUTO
cfa19329-3c46-4086-b39a-8a188cdb1714,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹1020.69 debited to McDonalds on 13-Nov-2025 01:28 via UPI Ref 3593874780,,McDonalds,0.1629,AUTO
4ac8a4de-53bd-4514-bcdd-68ea46f1fe40,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹833.65 debited to Myntra on 23-Sep-2025 06:16 via UPI Ref 7432749170,,Myntra,0.2098,AUTO
8d0764d5-cea9-40ea-8887-d284700d8779,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹173.68 debited to Netflix on 18-Jan-2026 14:09 via UPI Ref 9027618664,,Netflix,0.3403,AUTO
e28905cc-fa47-4227-bbe4-f07eb1ce7ba4,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹15000.0 debited to House Owner on 02-Feb-2026 00:30 via UPI Ref 1759662786,,House Owner,0.1976,AUTO
9e64c2bb-2250-496d-a3ae-23eb918c65ef,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹4919.89 debited to Dream11 on 29-Oct-2025 07:34 via UPI Ref 2466440377,,Dream11,0.1688,AUTO
5d7187ec-7b47-4fca-8b31-a5f3dd08ba05,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹1374.8 debited to Swiggy on 10-Feb-2026 21:58 via UPI Ref 3204289929,,Swiggy,0.3634,AUTO
e728d6d0-0d19-445b-a515-1d25606982bd,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹1820.55 debited to Hospital XYZ on 21-Aug-2025 21:58 via UPI Ref 8854766245,,Hospital XYZ,0.3382,AUTO
c1d62043-37e4-40a7-90eb-e45f4b4a022b,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹775.96 debited to Zomato on 20-Sep-2025 18:25 via UPI Ref 3700081733,,Zomato,0.2944,AUTO
39299fad-ca9b-41ed-96f4-0c53e161ebd8,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹1740.15 debited to Rapido on 06-Nov-2025 15:47 via UPI Ref 6569011102,,Rapido,0.2754,AUTO
1773bc0f-7432-4887-adf5-b4b1dfbee04a,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹2253.64 debited to Bet365 on 02-Jan-2026 18:01 via UPI Ref 6948522357,,Bet365,0.1826,AUTO
a5b969fa-9ae5-406b-a8ba-1768e8f741c3,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹936.07 debited to Electricity Board on 18-Aug-2025 18:39 via UPI Ref 2317213992,,Electricity Board,0.339,AUTO
99244018-600c-41f8-adf2-7c7080dafc8c,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹328.62 debited to Spotify on 15-Sep-2025 10:30 via UPI Ref 2233140772,,Spotify,0.4699,AUTO
1dbe44e2-666e-4431-acfb-4f5f0458707b,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹1420.93 debited to Ola on 07-Nov-2025 13:19 via UPI Ref 4004150214,,Ola,0.3299,AUTO
010477c2-2da6-4b29-b9f0-92e221a3a915,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹820.28 debited to Amazon on 20-Dec-2025 06:51 via UPI Ref 9010567731,,Amazon,0.3612,AUTO
245008e8-1fa5-4857-b068-115f76cb91ee,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹165.06 debited to Airtel on 19-Oct-2025 11:54 via UPI Ref 8587981538,,Airtel,0.3013,AUTO
4e5495c7-540e-4879-bd89-ce8d7b8ade4b,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹248.89 debited to Hospital XYZ on 20-Aug-2025 19:43 via UPI Ref 5832274801,,Hospital XYZ,0.2663,AUTO
404c473d-cf39-4ba1-ade0-750f2426db8e,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹39675.48 credited to Company Payroll on 07-Sep-2025 13:00 via UPI Ref 7174044552,,Company Payroll,0.1552,AUTO
e032b9ef-5a5d-4637-abb2-6cb68d9cb67a,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹1042.05 debited to Netflix on 13-Nov-2025 02:27 via UPI Ref 3270667449,,Netflix,0.3942,AUTO
2db2f3a4-1750-4c27-a66d-ce7b4d76a970,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹137.14 debited to Amazon on 09-Nov-2025 01:59 via UPI Ref 3300445805,,Amazon,0.3332,AUTO
f64789fc-4218-4cea-831f-62fe8b93c93b,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹1614.44 debited to Rapido on 15-Nov-2025 07:49 via UPI Ref 9928719033,,Rapido,0.2524,AUTO
4bcb6e83-18e9-492b-852b-038d2c82053a,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹15000.0 debited to House Owner on 21-Sep-2025 15:29 via UPI Ref 7061631617,,House Owner,0.2214,AUTO
051f93f9-0cc1-40e7-88d3-cc338b7d5909,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹46724.42 credited to Company Payroll on 10-Nov-2025 11:30 via UPI Ref 4625757607,,Company Payroll,0.2454,AUTO
1a1e7d61-9ab2-470b-85eb-ae81949ea2fd,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹1019.53 debited to Amazon on 22-Aug-2025 13:41 via UPI Ref 8609340882,,Amazon,0.3525,AUTO
e84c7ec6-b9b3-43a2-a66f-49916fa5694b,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹1495.66 debited to Zomato on 19-Oct-2025 17:00 via UPI Ref 1197577852,,Zomato,0.3856,AUTO
4068ca5d-769a-48a8-9054-ebae19cd298f,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹726.69 debited to Amazon on 22-Jan-2026 19:48 via UPI Ref 9477306327,,Amazon,0.3853,AUTO
5d63fd53-8e83-4c36-a0c7-ba289b669236,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹309.77 debited to Spotify on 30-Oct-2025 19:00 via UPI Ref 3821042203,,Spotify,0.45,AUTO
6adf8da9-3c92-4a10-83cc-d30f4137db34,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹15000.0 debited to House Owner on 23-Dec-2025 22:49 via UPI Ref 8307119770,,House Owner,0.1647,AUTO
b36f1d59-da4c-4614-90c4-c9a7eb1474fb,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹1871.8 debited to Myntra on 10-Dec-2025 13:56 via UPI Ref 6389358751,,Myntra,0.2905,AUTO
4f2f00c0-a8c1-45d3-bf43-39c0e1f42474,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹799.38 debited to McDonalds on 31-Aug-2025 20:32 via UPI Ref 5588687484,,McDonalds,0.156,AUTO
46461db2-638a-4fcd-a74f-9eb5b1ba7eb5,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹1162.16 debited to McDonalds on 16-Oct-2025 14:51 via UPI Ref 2279893901,,McDonalds,0.2232,AUTO
a5a4df9c-8b2b-48ed-b883-0b520a7ccb45,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹531.1 debited to DMart on 03-Oct-2025 09:47 via UPI Ref 3725208775,,DMart,0.2071,AUTO
7663e226-82da-43a6-a5ca-71b9c0f7e44c,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹4255.11 debited to Bet365 on 25-Sep-2025 16:34 via UPI Ref 4424150162,,Bet365,0.1872,AUTO
f9cc8c75-6bef-478e-9591-e7031b63e884,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹780.3 debited to Myntra on 26-Nov-2025 11:15 via UPI Ref 9565873749,,Myntra,0.3278,AUTO
49e67ea9-f89d-4bd6-a10c-90cd4574b0c8,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹1705.64 debited to Amazon on 27-Aug-2025 18:08 via UPI Ref 1255924913,,Amazon,0.2332,AUTO
f7be60f9-ab67-43c1-8e9a-82f9bb3bdaa3,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹896.07 debited to Reliance Fresh on 06-Jan-2026 16:23 via UPI Ref 4786776055,,Reliance Fresh,0.151,AUTO
fe683cac-5b05-4081-86b4-d5dc47ae941f,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹1849.25 debited to BigBasket on 18-Oct-2025 03:17 via UPI Ref 6969498847,,BigBasket,0.2069,AUTO
2d906d34-4d4a-44d6-b933-92e3a94e2820,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹533.48 debited to Zomato on 18-Nov-2025 10:14 via UPI Ref 4243140669,,Zomato,0.3379,AUTO
8b10534d-dfe2-43e6-a11a-e689b4b30efa,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹230.03 debited to Netflix on 16-Jan-2026 10:12 via UPI Ref 3496632632,,Netflix,0.3969,AUTO
28cb09c9-8bf4-4c71-81f0-546fbe8b5c08,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹1493.89 debited to Netflix on 29-Oct-2025 00:20 via UPI Ref 5712433819,,Netflix,0.4031,AUTO
c745fe28-e434-48d9-87ea-abe784b79fd7,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹149.77 debited to McDonalds on 07-Sep-2025 19:29 via UPI Ref 4056471548,,McDonalds,0.1873,AUTO
453e205f-84ac-44f3-93c6-55ecff9abd46,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹1213.77 debited to McDonalds on 14-Dec-2025 02:24 via UPI Ref 6935800813,,McDonalds,0.1664,AUTO
7f845f16-d24c-439c-aaf3-ebb5cdc81bb9,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹782.93 debited to Apollo Pharmacy on 25-Sep-2025 23:04 via UPI Ref 5976099623,,Apollo Pharmacy,0.4159,AUTO
2d2546e1-58e1-4bbe-8de7-9b03998f53ad,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹715.46 debited to Dream11 on 04-Dec-2025 13:57 via UPI Ref 4944773147,,Dream11,0.2028,AUTO
b58f8eae-d2e0-4408-88fd-23c424077ec6,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹1374.61 debited to BigBasket on 30-Nov-2025 05:02 via UPI Ref 3814665833,,BigBasket,0.1791,AUTO
6c121e24-7a35-4d00-a0d6-6225fea5e384,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹868.52 debited to BigBasket on 31-Oct-2025 04:04 via UPI Ref 2712093040,,BigBasket,0.1566,AUTO
a758a29d-6af9-4bdc-a4d7-94a44c303119,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹2074.89 debited to Dream11 on 08-Sep-2025 19:05 via UPI Ref 8971836210,,Dream11,0.197,AUTO
728751c9-d973-4d9f-af07-7714e3dcd01c,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹325.5 debited to Jio on 09-Dec-2025 00:57 via UPI Ref 4441885006,,Jio,0.3628,AUTO
a6f717ee-b320-44f1-b3e3-8b0a20178556,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹627.49 debited to Flipkart on 19-Nov-2025 02:46 via UPI Ref 5153166401,,Flipkart,0.4013,AUTO
bebb757d-c340-4375-883d-8cd6a56dff00,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹1582.65 debited to BookMyShow on 16-Jan-2026 19:21 via UPI Ref 1944877937,,BookMyShow,0.1494,AUTO
3a76d812-84cb-47b2-b758-a3d5cbff10e7,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹508.91 debited to Swiggy on 05-Nov-2025 18:01 via UPI Ref 8468722362,,Swiggy,0.312,AUTO
3b08f97a-0dca-4bb9-a0ae-eb315ed4775e,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹1665.69 debited to Airtel on 31-Aug-2025 11:04 via UPI Ref 4133576211,,Airtel,0.3938,AUTO
2aa06834-cc3a-4a56-975d-4a49cd69273b,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹858.72 debited to Rapido on 16-Oct-2025 21:40 via UPI Ref 3679038194,,Rapido,0.3027,AUTO
40adbbf1-f24f-41c5-b0e5-84432cd804d4,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹4765.15 debited to PokerStars on 13-Jan-2026 07:08 via UPI Ref 3765031366,,PokerStars,0.1562,AUTO
288524db-8ea2-47e6-8c55-17fdcd101032,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹874.23 debited to Hospital XYZ on 01-Oct-2025 21:36 via UPI Ref 9367083744,,Hospital XYZ,0.3692,AUTO
8c289585-60c7-45f1-b0ec-5fba1dfab30a,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹1686.81 debited to Electricity Board on 25-Aug-2025 08:19 via UPI Ref 2454157373,,Electricity Board,0.2748,AUTO
8222e527-f8b7-45a2-869e-c937831d020f,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹357.16 debited to Rapido on 19-Nov-2025 17:26 via UPI Ref 5601158654,,Rapido,0.2626,AUTO
f2d27dac-7167-4287-95dd-ea68f6d5a8b8,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹68526.84 credited to Company Payroll on 16-Jan-2026 02:01 via UPI Ref 6007009768,,Company Payroll,0.1708,AUTO
7519d7fe-9e32-4d24-96e5-882541d10aed,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹483.56 debited to McDonalds on 23-Dec-2025 13:08 via UPI Ref 4942955755,,McDonalds,0.2037,AUTO
de7dd395-2af1-4a42-a399-1ee6d708f9f0,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹1687.27 debited to Zomato on 13-Nov-2025 02:16 via UPI Ref 2091550571,,Zomato,0.3701,AUTO
7155ca0e-57d1-423b-a7c9-f0613861f4e8,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹1349.78 debited to DMart on 20-Sep-2025 09:04 via UPI Ref 1985066827,,DMart,0.2021,AUTO
96076126-a83b-41ac-8459-8e834d34722f,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹15000.0 debited to House Owner on 06-Sep-2025 15:25 via UPI Ref 6710089360,,House Owner,0.183,AUTO
3ebf21b3-438e-4ff3-b64c-047105ccaf00,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹306.1 debited to Zomato on 27-Sep-2025 03:40 via UPI Ref 4006359380,,Zomato,0.3888,AUTO
ae68392c-f071-4680-848e-98217168a1d4,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹1734.45 debited to BookMyShow on 02-Feb-2026 03:38 via UPI Ref 2227094733,,BookMyShow,0.1781,AUTO
8fdafa0e-4074-4a5e-b3cf-931cb331c7bc,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹1844.9 debited to Swiggy on 27-Dec-2025 18:44 via UPI Ref 1897877165,,Swiggy,0.3371,AUTO
aafa800f-1ac0-4f2d-a7ac-edb0ff50f6e1,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹1761.39 debited to Netflix on 28-Aug-2025 23:33 via UPI Ref 5950138537,,Netflix,0.3082,AUTO
f0e84fc9-ee5a-4aa0-a3c3-78c02c614e75,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹1739.75 debited to Amazon on 06-Nov-2025 21:58 via UPI Ref 6897344622,,Amazon,0.3087,AUTO
e85838d0-aad3-4998-a05b-fae6b84ecc1a,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹188.56 debited to McDonalds on 26-Sep-2025 14:09 via UPI Ref 1105494498,,McDonalds,0.1497,AUTO
4eeae436-788b-4376-8982-5321401354e2,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹200.17 debited to Amazon on 16-Sep-2025 11:20 via UPI Ref 4056981677,,Amazon,0.3246,AUTO
8d836ee0-bafa-4701-acb9-2c67d294732e,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹398.16 debited to Flipkart on 23-Oct-2025 06:41 via UPI Ref 5008144315,,Flipkart,0.2671,AUTO
3713adda-bf77-4a2b-bad3-47f51f0dcea9,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹3115.32 debited to Bet365 on 03-Sep-2025 18:25 via UPI Ref 6536544918,,Bet365,0.2276,AUTO
80e43859-c02a-4a2f-96b4-a29533849471,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹1921.28 debited to Swiggy on 04-Nov-2025 23:23 via UPI Ref 9808368636,,Swiggy,0.3389,AUTO
b4da8d8c-9fc4-45f4-ae8c-fe916d30221d,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹1046.64 debited to DMart on 22-Oct-2025 05:52 via UPI Ref 8299004931,,DMart,0.1987,AUTO
0fb04cd8-3c75-4020-995f-4f63a2759b87,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹1098.26 debited to Reliance Fresh on 10-Oct-2025 01:02 via UPI Ref 1671390644,,Reliance Fresh,0.1763,AUTO
c08a8e1f-5fb9-43ba-b144-0617580f3998,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹163.45 debited to DMart on 22-Oct-2025 13:29 via UPI Ref 9592162268,,DMart,0.1695,AUTO
76755a5d-07cb-46eb-82ad-27922e0b820e,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹1065.28 debited to Spotify on 07-Dec-2025 02:25 via UPI Ref 3419845376,,Spotify,0.3513,AUTO
14aa9142-e69d-435f-9561-2a9cbff8169a,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹310.86 debited to Reliance Fresh on 06-Feb-2026 07:12 via UPI Ref 2919768341,,Reliance Fresh,0.1622,AUTO
3ffa74a3-7667-414d-bdea-ba77a452c0f2,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹15000.0 debited to House Owner on 03-Sep-2025 00:03 via UPI Ref 4604073918,,House Owner,0.1925,AUTO
9820f4ec-822c-4b9b-90e7-8523f4c04217,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹1832.01 debited to Swiggy on 18-Jan-2026 21:12 via UPI Ref 2589232252,,Swiggy,0.2961,AUTO
535a5970-b0d7-4757-91e0-6ed899a630ea,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹901.29 debited to PokerStars on 21-Dec-2025 04:30 via UPI Ref 2794624660,,PokerStars,0.1659,AUTO
ad934c5f-e9d5-413a-9c54-3d0dcb905cc1,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹1181.24 debited to Spotify on 14-Sep-2025 05:35 via UPI Ref 4164707957,,Spotify,0.3968,AUTO
72167827-c12e-4c39-82b0-7e7467a68d30,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹67.85 debited to Reliance Fresh on 13-Nov-2025 19:54 via UPI Ref 8309148608,,Reliance Fresh,0.1863,AUTO
d202d9b8-04a3-4dcd-8da2-f14d46df3bd7,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹38525.11 credited to Company Payroll on 29-Aug-2025 17:17 via UPI Ref 6333683472,,Company Payroll,0.1859,AUTO
58b4d72f-33a8-4fa0-a39e-bf56b22f978d,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹708.92 debited to Spotify on 14-Oct-2025 02:14 via UPI Ref 9071724384,,Spotify,0.3967,AUTO
218a74de-282f-4031-bba7-e5d1393730a7,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹620.57 debited to Reliance Fresh on 20-Oct-2025 19:48 via UPI Ref 4078823725,,Reliance Fresh,0.2185,AUTO
776acfc0-1f22-456d-9459-132672872ef4,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹220.9 debited to Swiggy on 21-Dec-2025 02:41 via UPI Ref 5765045131,,Swiggy,0.3749,AUTO
a4e2dbe2-ae68-4b5b-9d19-0e58689e3d25,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹330.04 debited to Flipkart on 23-Aug-2025 17:23 via UPI Ref 9940152291,,Flipkart,0.242,AUTO
96759019-c062-4438-87e5-b9e32368f9dc,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹485.32 debited to Ola on 30-Aug-2025 05:51 via UPI Ref 9111055719,,Ola,0.3365,AUTO
fb1c3324-3cb8-407d-bfde-1897f7285585,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹1152.01 debited to Flipkart on 04-Dec-2025 04:09 via UPI Ref 7095875317,,Flipkart,0.2555,AUTO
2266cb09-88dd-479a-a746-d666f379d1a4,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹873.15 debited to Hospital XYZ on 03-Feb-2026 22:03 via UPI Ref 8378553310,,Hospital XYZ,0.3111,AUTO
5a901cf4-1ae8-4ed6-ba59-9dff596587f1,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹583.13 debited to Dream11 on 12-Dec-2025 06:32 via UPI Ref 5034128135,,Dream11,0.1987,AUTO
23b0c699-709a-405d-97d6-2266f9a4bd7e,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹716.49 debited to Spotify on 06-Sep-2025 15:19 via UPI Ref 3450916146,,Spotify,0.3692,AUTO
dda4a321-9acb-4dda-b8ec-0c6ea1cc648e,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹15000.0 debited to House Owner on 01-Dec-2025 20:59 via UPI Ref 2817407068,,House Owner,0.2172,AUTO
21cf7a6e-4bd0-41db-8cb1-2326a86beab2,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹203.57 debited to Ola on 30-Nov-2025 19:59 via UPI Ref 9471687299,,Ola,0.2849,AUTO
9285a815-f5a7-436f-98f4-4bbb127384bb,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹1851.49 debited to Netflix on 05-Oct-2025 14:19 via UPI Ref 4689999255,,Netflix,0.3,AUTO
3edeef4d-cd16-4880-858d-849acd254ceb,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹1358.91 debited to Rapido on 25-Oct-2025 10:24 via UPI Ref 7035369808,,Rapido,0.2889,AUTO
65b802a9-2ae3-42e0-9930-f5aacbb9b76f,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹1648.77 debited to McDonalds on 16-Aug-2025 12:01 via UPI Ref 3090171741,,McDonalds,0.1953,AUTO
12d4b052-73b0-4ee0-bcad-ed09fce2398c,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹542.55 debited to DMart on 17-Dec-2025 23:37 via UPI Ref 7337042004,,DMart,0.2012,AUTO
cf0a0d95-c652-4939-abe5-d09fc57447cd,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹396.43 debited to Uber on 26-Jan-2026 19:49 via UPI Ref 5154580224,,Uber,0.2839,AUTO
b952bb93-8901-4d3e-9e22-322e0c8f3dfa,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹181.79 debited to Netflix on 15-Jan-2026 08:27 via UPI Ref 2073521703,,Netflix,0.3128,AUTO
6098a72a-68cd-436d-88b4-3620e02d8dba,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹887.69 debited to Water Supply on 20-Nov-2025 16:17 via UPI Ref 5523174901,,Water Supply,0.2408,AUTO
82062a4b-862d-418d-a278-db75e00d54bb,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹1760.35 debited to Reliance Fresh on 09-Oct-2025 19:04 via UPI Ref 6432436610,,Reliance Fresh,0.1854,AUTO
345ce774-2192-4611-aacd-85e128e698ba,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹1910.22 debited to Amazon on 27-Aug-2025 22:12 via UPI Ref 9778039112,,Amazon,0.2907,AUTO
6284a62c-bafb-460f-92d6-f7256ba1d361,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹71.45 debited to Zomato on 18-Oct-2025 01:10 via UPI Ref 1167943152,,Zomato,0.3282,AUTO
1c09a777-4e10-4f9f-b5c1-badcfe88720a,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹374.32 debited to DMart on 16-Oct-2025 00:10 via UPI Ref 2511832093,,DMart,0.1718,AUTO
936f565d-0bd5-49fe-8906-8f8352fac3bf,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹286.0 debited to Jio on 07-Nov-2025 05:33 via UPI Ref 3761438486,,Jio,0.3209,AUTO
34476221-4131-423c-958c-714e8b8a2757,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹1003.21 debited to Bet365 on 20-Dec-2025 23:39 via UPI Ref 8259731566,,Bet365,0.1947,AUTO
dc450df2-9f9c-4974-bb3f-174ffae607a3,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹77620.14 credited to Company Payroll on 13-Oct-2025 05:17 via UPI Ref 7782767034,,Company Payroll,0.1554,AUTO
2bac398c-8758-4de7-8ead-cf7914f4db44,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹487.91 debited to Water Supply on 24-Jan-2026 16:05 via UPI Ref 4157671309,,Water Supply,0.2433,AUTO
4dd0bb15-8271-478a-8755-515289dbd50c,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹860.35 debited to Myntra on 27-Jan-2026 11:34 via UPI Ref 8459896627,,Myntra,0.3181,AUTO
2ee1e53c-edcb-4ab3-b45a-88244ad6d702,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹607.05 debited to Myntra on 21-Nov-2025 21:36 via UPI Ref 8230590693,,Myntra,0.1826,AUTO
0c5e45a7-5e19-400a-bab2-562262a92e75,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹579.11 debited to Zomato on 25-Nov-2025 07:35 via UPI Ref 4381323792,,Zomato,0.2801,AUTO
9465e57e-5150-4e4b-91bc-74321ce834e6,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹662.98 debited to McDonalds on 24-Jan-2026 18:58 via UPI Ref 4327441238,,McDonalds,0.1854,AUTO
3f66661a-192d-446b-808c-41dcc4cb26ff,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹63.8 debited to Apollo Pharmacy on 01-Dec-2025 03:30 via UPI Ref 7577498465,,Apollo Pharmacy,0.3959,AUTO
